"Country","Year","CO2_emission","Continent","Population","avgT","GDP","energy_consumption"
"France",1980,23343685021,"Europe",53713830,12.56,"7.01288E+11",2307.180664
"France",1990,27420846342,"Europe",56412897,14.04,"1.26918E+12",2657.853027
"France",2000,31428626515,"Europe",58665453,13.97,"1.36564E+12",3107.309326
"France",2010,35420170456,"Europe",62444567,13.12,"2645190000000",2997.734619
"France",2015,37143169942,"Europe",63809769,13.58,"2439190000000",2808.16626
"Gabon",1970,7753024,"Africa",597192,24.5,"323802475.5",0.0
"Gabon",1980,62391456,"Africa",749078,24.62,"4279637934",8.335314751
"Gabon",1990,116808839,"Africa",983028,24.57,"5952293766",12.64371109
"Gabon",2000,164145315,"Africa",1272935,24.57,"5080483464",11.47741318
"Gabon",2010,209004011,"Africa",1711105,25.22,"14372591916",15.76734447
"Gabon",2015,234823102,"Africa",2028517,24.84,"14383107714",20.5053215
"Gambia",1970,516624,"Africa",528731,28.14,"52296836.75",0.0
"Gambia",1980,1516896,"Africa",718586,28.09,"241080708.9",0.65475601
"Gambia",1990,3242640,"Africa",1040616,28.14,"317083373.5",0.787656486
"Gambia",2000,5506992,"Africa",1437539,28.06,"782915402.4",1.265606403
"Gambia",2010,8940160,"Africa",1937275,28.8,"1543292393",2.008688688
"Gambia",2015,11310768,"Africa",2253133,28.72,"1378176868",2.318159819
"Georgia",1970,167099559,"Asia",4800426,9.18,"",0.0
"Georgia",1980,290980122,"Asia",5145843,8.78,"",0.0
"Georgia",1990,443957769,"Asia",5391636,8.84,"7753501868",0.0
"Georgia",2000,515608620,"Asia",4265172,9.31,"3057475335",40.19374847
"Georgia",2010,565835728,"Asia",3836831,11.1,"12243505583",56.74542236
"Georgia",2015,608582745,"Asia",3771132,10.69,"14953950557",68.21339417
"Germany",1970,45798478153,"Europe",78294583,7.86,"2.15838E+11",3611.016602
"Germany",1980,56468644208,"Europe",77786703,7.73,"9.50291E+11",4239.232422
"Germany",1990,66792076951,"Europe",79370196,9.69,"1.77167E+12",4192.641602
"Germany",2000,76216668477,"Europe",81551677,10.02,"1.94798E+12",3988.179199
"Germany",2010,84896342383,"Europe",81325090,8.01,"3399670000000",3847.150146
"Germany",2015,88939195779,"Europe",82073226,9.24,"3357590000000",3778.421143
"Ghana",1970,28966913,"Africa",8861895,27.14,"2215029450",0.0
"Ghana",1980,55397343,"Africa",11865246,27.08,"4445228216",25.33165169
"Ghana",1990,87754458,"Africa",15446982,27.24,"5889174825",29.35501862
"Ghana",2000,140567572,"Africa",19665502,27.25,"4983024408",41.62735367
"Ghana",2010,220839612,"Africa",25574719,27.94,"32197272797",54.77688217
"Ghana",2015,291429885,"Africa",28870939,27.72,"49406568433",82.19619751
"Greece",1970,297964697,"Europe",8544873,15.16,"13139863636",116.3626785
"Greece",1980,707752483,"Europe",9307148,14.56,"56829664269",201.1077728
"Greece",1990,1324791889,"Europe",10302255,15.5,"97891092003",287.3124695
"Greece",2000,2233445205,"Europe",11038109,15.67,"1.30458E+11",373.0520935
"Greece",2010,3316325527,"Europe",11033783,16.37,"297125000000",374.2533264
"Greece",2015,3737664964,"Europe",10806641,17.15,"195684000000",308.3094788
"Greenland",1970,5408064,"North America",45434,-18.74,"69520026.67",0.0
"Greenland",1980,10519344,"North America",50106,-17.52,"476055288.4",2.290958881
"Greenland",1990,15207226,"North America",55599,-18.44,"1018970365",2.275315285
"Greenland",2000,21061268,"North America",56184,-17.37,"1068030830",2.976198435
"Greenland",2010,27457820,"North America",56351,-15.55,"2503156061",4.365318775
"Greenland",2015,30367495,"North America",55895,-15.41,"2499115623",3.606711626
"Grenada",1970,436016,"North America",98794,27.09,"",0.0
"Grenada",1980,912336,"North America",94838,27.41,"110900457",0.179821149
"Grenada",1990,1663456,"North America",99047,27.21,"278098763",0.525658369
"Grenada",2000,3187680,"North America",107432,27.19,"520044370.4",0.862860799
"Grenada",2010,5459360,"North America",114039,28.11,"771013259",1.174536705
"Grenada",2015,6782064,"North America",118980,27.61,"997007926",1.185046673
"Guatemala",1970,28519535,"North America",5453208,23.31,"1904000000",0.0
"Guatemala",1980,63581246,"North America",6987767,23.68,"7878700000",18.91016769
"Guatemala",1990,102013992,"North America",9084780,23.6,"7650125217",23.44228554
"Guatemala",2000,173574804,"North America",11735894,23.43,"19288827159",47.63063812
"Guatemala",2010,286021613,"North America",14543121,23.69,"40676432029",60.13995743
"Guatemala",2015,351207850,"North America",16001107,24.29,"62186186576",79.78526306
"Guinea",1970,7829968,"Africa",4222374,25.82,"",0.0
"Guinea",1980,16557616,"Africa",4972609,26.08,"",3.985548019
"Guinea",1990,26516368,"Africa",6354145,26.01,"2666750686",6.39295435
"Guinea",2000,38790768,"Africa",8336967,25.97,"2995361141",7.780258656
"Guinea",2010,57711664,"Africa",10270728,26.6,"6853467858",12.34930229
"Guinea",2015,69454784,"Africa",11625998,26.69,"8794202444",13.61674976
"Guyana",1970,15612304,"South America",705261,26.26,"267800000",0.0
"Guyana",1980,32866080,"South America",778176,26.46,"603200000",6.102533817
"Guyana",1990,46203040,"South America",747116,26.57,"396582263.3",2.726461172
"Guyana",2000,61287728,"South America",759051,26.39,"712667896.7",6.931102753
"Guyana",2010,78944544,"South America",747932,27.12,"3432913073",7.15909338
"Guyana",2015,88745661,"South America",755031,26.69,"4279840194",8.401801109
"Haiti",1970,5342892,"North America",4680812,26.45,"331200000",0.0
"Haiti",1980,11135324,"North America",5646676,27.03,"1383800000",4.729203224
"Haiti",1990,20185055,"North America",6925331,26.94,"3096289800",4.109422684
"Haiti",2000,30300073,"North America",8360225,26.6,"6813577558",6.98981905
"Haiti",2010,47943330,"North America",9842880,27.0,"11859315079",9.079208374
"Haiti",2015,60551941,"North America",10563757,27.03,"14833154472",13.57033634
"Honduras",1970,14058360,"North America",2782753,24.79,"723000000",0.0
"Honduras",1980,31404720,"North America",3777990,25.17,"3968160046",9.653758049
"Honduras",1990,52312710,"North America",5053234,25.21,"4923009552",17.28556442
"Honduras",2000,89230470,"North America",6656725,25.15,"7186650135",24.38021278
"Honduras",2010,161492078,"North America",8450933,25.25,"15839344592",38.36990356
"Honduras",2015,207672643,"North America",9294505,25.73,"20979767785",49.05969238
"Hong Kong",1970,76442788,"Asia",3955072,22.71,"3800766536",45.98167419
"Hong Kong",1980,200676919,"Asia",4978544,23.14,"28861759209",76.39582825
"Hong Kong",1990,445119853,"Asia",5838574,23.26,"76928290842",139.3577423
"Hong Kong",2000,784787972,"Asia",6731195,23.2,"1.71668E+11",197.4753265
"Hong Kong",2010,1200497163,"Asia",7132438,23.14,"228638000000",321.1756897
"India",1970,4377963780,"Asia",557501301,24.07,"62422483055",763.7407837
"India",1980,6769264123,"Asia",696828385,24.59,"1.86325E+11",1218.598999
"India",1990,11016840334,"Asia",870452165,24.18,"3.20979E+11",2300.701172
"India",2000,18939723919,"Asia",1059633675,24.5,"4.68395E+11",3728.514404
"India",2010,31697767327,"Asia",1240613620,25.05,"1675620000000",6269.458984
"India",2015,41932843845,"Asia",1322866505,25.41,"2103590000000",8030.202148
"Indonesia",1970,1028695562,"Asia",115228394,26.06,"9150684932",106.9558334
"Indonesia",1980,1693366883,"Asia",148177096,26.03,"72482337371",305.6110229
"Indonesia",1990,2899213307,"Asia",182159874,26.24,"1.06141E+11",600.178894
"Indonesia",2000,5223020360,"Asia",214072421,26.19,"1.65021E+11",1163.576782
"Indonesia",2010,8826146824,"Asia",244016173,26.54,"755094000000",1768.506958
"Indonesia",2015,11398959532,"Asia",259091970,26.47,"860854000000",1945.331177
"Iran",1970,1730952825,"Asia",28449705,18.45,"10976245154",166.0411987
"Iran",1980,3116831924,"Asia",38520664,18.33,"94362275580",406.0552979
"Iran",1990,4708354211,"Asia",55793629,18.43,"1.24813E+11",811.28302
"Iran",2000,7527278246,"Asia",65544383,18.89,"1.09592E+11",1396.567993
"Iran",2010,12318509769,"Asia",75373855,20.09,"486808000000",2423.184326
"Iran",2015,15379262782,"Asia",81790841,20.54,"408213000000",2759.998535
"Iraq",1970,347205534,"Asia",9811347,22.6,"3281713806",39.1572876
"Iraq",1980,732939730,"Asia",13653369,22.38,"52569000000",101.3612823
"Iraq",1990,1205487882,"Asia",17658381,22.54,"1.80408E+11",237.7237549
"Iraq",2000,1870726166,"Asia",24628858,22.99,"48364250944",322.6623535
"Iraq",2010,2822761643,"Asia",31264875,24.65,"138517000000",380.4246521
"Iraq",2015,3605324968,"Asia",37757813,24.24,"166774000000",435.3848267
"Ireland",1970,492044115,"Europe",2937637,9.6,"4395995086",75.80377197
"Ireland",1980,727860071,"Europe",3391387,9.55,"21747855640",100.4244232
"Ireland",1990,1009180760,"Europe",3485374,10.31,"49305632408",117.0317001
"Ireland",2000,1385423287,"Europe",3768950,10.13,"1.00208E+11",172.7305603
"Ireland",2010,1845724351,"Europe",4524585,9.26,"221876000000",179.1185303
"Ireland",2015,2034952172,"Europe",4665760,9.97,"291580000000",174.4815979
"Israel",1970,168104710,"Asia",2907307,20.07,"",63.54927826
"Israel",1980,361528476,"Asia",3744608,20.04,"",92.57665253
"Israel",1990,628559846,"Asia",4803254,20.13,"",129.1380615
"Israel",2000,1125452074,"Asia",6116958,20.23,"1.32456E+11",227.3719482
"Israel",2010,1750471944,"Asia",7328445,22.31,"234655000000",265.5085449
"Israel",2015,2080309704,"Asia",8007778,21.22,"300078000000",275.6794434
"Italy",1970,4510319382,"Europe",53324036,12.84,"1.13395E+11",1402.123901
"Italy",1980,8065436030,"Europe",56329482,12.24,"4.77257E+11",1723.792725
"Italy",1990,11873147895,"Europe",56756561,13.72,"1.18122E+12",1854.885986
"Italy",2000,16351431856,"Europe",56966397,14.13,"1.14668E+12",2099.285156
"Italy",2010,21127094887,"Europe",59822450,13.32,"2136100000000",2036.732788
"Italy",2015,23035538202,"Europe",60232906,14.17,"1836640000000",1810.908936
"Jamaica",1970,45478095,"North America",1859091,26.15,"1404776071",0.0
"Jamaica",1980,122376425,"North America",2135546,26.66,"2679409453",34.0112381
"Jamaica",1990,181329132,"North America",2392030,26.74,"4592224067",29.88542366
"Jamaica",2000,271873850,"North America",2612205,26.47,"9005064475",43.21142197
"Jamaica",2010,373027851,"North America",2733896,26.52,"13220556883",32.79623795
"Jamaica",2015,413381366,"North America",2794445,27.13,"14188935948",35.96775055
"Japan",1970,10293506183,"Asia",105416839,11.93,"2.12609E+11",3271.378906
"Japan",1980,19279215063,"Asia",117624196,11.8,"1.10539E+12",4264.411133
"Japan",1990,28813782159,"Asia",123686321,13.59,"3.13282E+12",5218.649902
"Japan",2000,41009394035,"Asia",126803861,12.83,"4.96836E+12",6242.476074
"Japan",2010,53579819796,"Asia",128105431,13.22,"5759070000000",5907.574219
"Japan",2015,59953163599,"Asia",127250933,12.96,"4444930000000",5296.523438
"Jordan",1970,17955307,"Asia",1557374,19.84,"639596751.6",0.0
"Jordan",1980,46635989,"Asia",2216903,19.85,"3910036925",22.80812263
"Jordan",1990,130089450,"Asia",3480587,19.92,"4160003917",42.15597153
"Jordan",2000,261828887,"Asia",5056174,20.05,"8460424401",66.33985901
"Jordan",2010,454581407,"Asia",6931258,22.23,"27133804225",89.24570465
"Jordan",2015,574903362,"Asia",9494246,21.32,"38587017887",109.2354736
"Kazakhstan",1970,2725400487,"Asia",12265305,5.55,"",0.0
"Kazakhstan",1980,4723856225,"Asia",14172710,5.71,"",0.0
"Kazakhstan",1990,7230561885,"Asia",16866563,6.56,"26932729103",859.425415
"Kazakhstan",2000,9076864154,"Asia",15236253,6.76,"18291994909",369.747406
"Kazakhstan",2010,11100321718,"Asia",16627837,6.71,"148047000000",614.3875732
"Kazakhstan",2015,12407161642,"Asia",17835909,8.94,"184388000000",713.3821411
"Kenya",1970,47869777,"Africa",11473087,24.23,"1603447357",0.0
"Kenya",1980,95331324,"Africa",16187124,24.72,"7265315332",29.38740921
"Kenya",1990,143616464,"Africa",23162269,24.13,"8572359163",35.93416595
"Kenya",2000,221360091,"Africa",30851606,24.72,"12705357103",45.64118576
"Kenya",2010,313279143,"Africa",41517895,24.96,"45405587557",67.41967773
"Kenya",2015,381039585,"Africa",46851488,24.94,"70120413329",89.31784058
"Kiribati",1970,164880,"Oceania",57437,26.75,"14295279.54",0.0
"Kiribati",1980,454336,"Oceania",60813,27.26,"38715554.54",0.124264561
"Kiribati",1990,681504,"Oceania",75124,27.08,"39809538.68",0.075484298
"Kiribati",2000,967296,"Oceania",88826,27.08,"67254174.4",0.145429373
"Kiribati",2010,1491248,"Oceania",107995,27.53,"155299729",0.262455165
"Kiribati",2015,1762384,"Oceania",116707,27.55,"170291002",0.263026953
"Kuwait",1970,270374007,"Asia",802786,25.66,"2873984878",73.40752411
"Kuwait",1980,484323894,"Asia",1493870,25.67,"28638550499",84.72406769
"Kuwait",1990,782462344,"Asia",1674938,25.76,"18427777778",91.49266815
"Kuwait",2000,1249324686,"Asia",1934901,26.38,"37712842243",211.9431458
"Kuwait",2010,1965479342,"Asia",2943356,27.64,"115419000000",392.964447
"Kuwait",2015,2400350890,"Asia",3908743,27.27,"114567000000",453.7069397
"Latvia",1970,272549165,"Europe",2397414,4.84,"",0.0
"Latvia",1980,474169395,"Europe",2572037,4.76,"",0.0
"Latvia",1990,692462913,"Europe",2689391,7.33,"",86.46626282
"Latvia",2000,796997246,"Europe",2392530,7.5,"7958852839",37.75418091
"Latvia",2010,876436716,"Europe",2101530,5.71,"23956163077",49.67448807
"Latvia",2015,913569314,"Europe",1991955,7.32,"27263090547",41.73868561
"Lebanon",1970,54826044,"Asia",2381791,18.26,"",0.0
"Lebanon",1980,114680111,"Asia",2963702,17.88,"",30.26891708
"Lebanon",1990,185747529,"Asia",3593700,18.18,"2838485354",20.88096237
"Lebanon",2000,313343969,"Asia",4320642,18.38,"17260364842",60.60605621
"Lebanon",2010,485292341,"Asia",4995800,20.27,"38443907042",79.19252777
"Lebanon",2015,599778465,"Asia",6398940,19.18,"49929337837",101.4905167
"Lesotho",1990,1472928,"Africa",1798997,14.15,"596415104.5",0.87997818
"Lesotho",2000,18587472,"Africa",1998630,14.05,"887295267.9",2.481942415
"Lesotho",2010,39021600,"Africa",2022747,14.91,"2234731974",4.405109882
"Lesotho",2015,52226656,"Africa",2118521,13.77,"2359759799",4.247480392
"Liberia",1970,7605602,"Africa",1463563,25.78,"",0.0
"Liberia",1980,23749773,"Africa",1932169,25.8,"",9.254623413
"Liberia",1990,31817401,"Africa",2209731,25.88,"",2.402155876
"Liberia",2000,36030780,"Africa",2895224,25.86,"874000000",1.890932918
"Liberia",2010,41652790,"Africa",4019956,26.53,"1998000000",3.367721081
"Liberia",2015,46740289,"Africa",4612329,26.31,"3227075700",4.862246037
"Libya",1970,128015843,"Africa",1909177,22.25,"",0.0
"Libya",1980,312293645,"Africa",2962720,22.37,"",117.7410507
"Libya",1990,636937538,"Africa",4236983,23.1,"28901836158",148.8903809
"Libya",2000,1073130214,"Africa",5154790,22.84,"38270206950",212.9462738
"Libya",2010,1597468166,"Africa",6491988,24.52,"75380170508",263.6222534
"Libya",2015,1869815418,"Africa",6192235,24.31,"48717854040",180.2095337
"Lithuania",1970,422219240,"Europe",3210147,5.4,"",0.0
"Lithuania",1980,736916921,"Europe",3521206,5.13,"",0.0
"Lithuania",1990,1104557181,"Europe",3785847,7.98,"",201.8876038
"Lithuania",2000,1283214825,"Europe",3599637,8.11,"11524776867",78.03437042
"Lithuania",2010,1421086393,"Europe",3139019,6.33,"37128694028",65.72544861
"Lithuania",2015,1489505521,"Europe",2963765,7.8,"41435533340",63.87564087
"Luxembourg",1970,227769655,"Europe",339342,9.11,"1457768455",47.68123245
"Luxembourg",1980,352852555,"Europe",363741,8.88,"6019805490",38.96120834
"Luxembourg",1990,446560550,"Europe",381267,10.59,"12778792854",37.15125656
"Luxembourg",2000,546531570,"Europe",435628,10.79,"21230182989",37.20420074
"Luxembourg",2010,656363443,"Europe",507070,9.13,"56213985987",50.11573792
"Luxembourg",2015,707836632,"Europe",569408,9.9,"60071584216",43.03446579
"Madagascar",1970,9923634,"Africa",6639751,23.13,"1111859570",0.0
"Madagascar",1980,21786967,"Africa",8948162,23.02,"5201818349",5.515541553
"Madagascar",1990,31955389,"Africa",11882762,23.12,"3931334871",4.897077084
"Madagascar",2000,45847227,"Africa",16216431,23.32,"4629247091",9.587164879
"Madagascar",2010,62761956,"Africa",21731053,23.85,"9982711338",10.19731712
"Madagascar",2015,77498603,"Africa",24850912,22.96,"11323020829",16.81764603
"Malawi",1970,7856688,"Africa",4625141,21.63,"290531621.3",0.0
"Malawi",1980,13831996,"Africa",6267369,21.63,"1237655461",3.545446396
"Malawi",1990,19627724,"Africa",9539665,22.28,"1880771556",4.706551552
"Malawi",2000,28452610,"Africa",11229387,21.71,"1743506531",6.811142921
"Malawi",2010,37901514,"Africa",14718422,22.6,"6959655571",9.448238373
"Malawi",2015,43477213,"Africa",16938942,21.27,"6373212641",9.630017281
"Malaysia",1970,209180831,"Asia",10306508,26.19,"3864170913",44.26303101
"Malaysia",1980,424856475,"Asia",13215707,26.21,"24488033442",126.6115646
"Malaysia",1990,823750594,"Asia",17517054,26.42,"44024178343",240.9855194
"Malaysia",2000,1838038550,"Asia",22945150,26.37,"93789736842",611.2950439
"Malaysia",2010,3595975009,"Asia",28717731,26.81,"255017000000",932.6090088
"Malaysia",2015,4747345515,"Asia",31068833,26.97,"301355000000",1114.346802
"Malta",2015,96824210,"Europe",456579,19.44,"11091434484",29.28126144
"Mauritania",1970,1861312,"Africa",1122198,28.37,"309405316.1",0.0
"Mauritania",1980,7060528,"Africa",1506694,28.23,"1047924649",2.654007673
"Mauritania",1990,21500189,"Africa",2006027,28.54,"1506914408",3.980958939
"Mauritania",2000,31590845,"Africa",2695003,28.36,"1779523344",5.044054985
"Mauritania",2010,46877053,"Africa",3419461,29.37,"5628878866",8.757329941
"Mauritania",2015,58785053,"Africa",3946220,29.11,"6166863960",11.47942257
"Mauritius",1970,5811104,"Africa",830115,23.75,"",0.0
"Mauritius",1980,11995936,"Africa",954865,23.86,"1131788192",3.977684021
"Mauritius",1990,20067728,"Africa",1090290,23.84,"2653480001",7.945110798
"Mauritius",2000,39750736,"Africa",1215930,24.0,"4663313620",16.06924438
"Mauritius",2010,73639072,"Africa",1283330,24.67,"10003670690",21.06670189
"Mauritius",2015,94003584,"Africa",1293153,24.31,"11692287066",23.5969429
"Mexico",1970,2522670929,"North America",50289306,20.49,"35520000000",404.0318604
"Mexico",1980,4350306416,"North America",67705186,21.04,"2.05139E+11",906.3236084
"Mexico",1990,7325126370,"North America",81720428,20.96,"2.61254E+11",1272.686279
"Mexico",2000,10898582285,"North America",97873442,21.23,"7.07907E+11",1636.052002
"Mexico",2010,15450872585,"North America",112532401,20.85,"1057800000000",2037.850342
"Mexico",2015,17884570053,"North America",120149897,22.22,"1171870000000",2144.267578
"Moldova",1970,442311427,"Europe",3711140,9.54,"",0.0
"Moldova",1980,770581841,"Europe",4103240,8.13,"",0.0
"Moldova",1990,1158868454,"Europe",4480199,10.88,"",0.0
"Moldova",2000,1282845448,"Europe",4251573,10.69,"1288429392",32.9502182
"Moldova",2010,1329208111,"Europe",3678186,10.23,"6974982393",34.1619339
"Moldova",2015,1353358701,"Europe",3277388,11.96,"7745241913",38.07466125
"Mongolia",1970,28563356,"Asia",1293880,-1.11,"",0.0
"Mongolia",1980,74386173,"Asia",1697780,-0.48,"",43.60078812
"Mongolia",1990,162024410,"Asia",2161433,0.66,"2560785660",57.10105896
"Mongolia",2000,248649559,"Asia",2450979,0.18,"1136896124",43.36191559
"Mongolia",2010,350329413,"Asia",2702520,-0.32,"7189481824",49.1923027
"Mongolia",2015,503174740,"Asia",2964749,2.81,"11619892396",56.88191605
"Montenegro",1970,14885433,"Europe",530268,10.28,"",0.0
"Montenegro",1980,28357475,"Europe",589324,9.61,"",0.0
"Montenegro",1990,46660396,"Europe",621442,11.24,"",0.0
"Montenegro",2000,61089392,"Europe",633324,11.56,"984297589.4",0.0
"Montenegro",2010,81031336,"Europe",631044,11.24,"4143033276",16.8060627
"Montenegro",2015,92147912,"Europe",633966,12.87,"4054728173",13.32454681
"Morocco",1970,94521917,"Africa",15274351,17.96,"3956328426",30.34691238
"Morocco",1980,211286230,"Africa",19678444,18.06,"21728770055",60.7755127
"Morocco",1990,401340810,"Africa",24570814,18.7,"30180108562",82.75576019
"Morocco",2000,688986676,"Africa",28554415,18.57,"38857251336",117.4633713
"Morocco",2010,1138311254,"Africa",32464865,19.44,"93216746662",194.5522919
"Morocco",2015,1422461258,"Africa",34680458,19.31,"101180000000",220.3863831
"Mozambique",1970,39787671,"Africa",8411676,23.96,"",0.0
"Mozambique",1980,70242026,"Africa",11413587,23.75,"",48.80149841
"Mozambique",1990,84828624,"Africa",13303459,24.2,"",5.464300156
"Mozambique",2000,96060109,"Africa",17768505,23.92,"5656473652",31.2826252
"Mozambique",2010,115998322,"Africa",23073723,24.61,"11104649065",54.35234833
"Mozambique",2015,139864572,"Africa",26843246,23.49,"15950979333",84.85739899
"Namibia",2000,15363152,"Africa",1819141,21.02,"3922247990",12.68248558
"Namibia",2010,39501584,"Africa",2099271,21.39,"11431334447",18.54668427
"Namibia",2015,55735764,"Africa",2282704,21.27,"11335179562",22.85881424
"Nepal",1970,2392592,"Asia",12501285,15.09,"865975308.6",0.0
"Nepal",1980,6056743,"Asia",15600442,15.3,"1945916583",2.19523263
"Nepal",1990,12970814,"Asia",19616530,15.27,"3627562403",5.544578552
"Nepal",2000,34001465,"Asia",24559500,15.28,"5494252208",14.71251965
"Nepal",2010,65545745,"Asia",27161567,16.11,"16002656434",23.59442902
"Nepal",2015,96862332,"Asia",27610325,15.95,"24360795411",27.03315735
"Netherlands",1970,3525024877,"Europe",13037686,9.43,"38164716625",659.7977295
"Netherlands",1980,5167125149,"Europe",14130387,9.46,"1.95152E+11",872.1951904
"Netherlands",1990,6657700896,"Europe",14944548,11.0,"3.18331E+11",910.7347412
"Netherlands",2000,8383669196,"Europe",15899135,11.1,"4.17479E+11",1006.819458
"Netherlands",2010,10142196842,"Europe",16617116,9.26,"847381000000",1142.578247
"Netherlands",2015,10961716270,"Europe",17041107,9.86,"765573000000",983.503418
"New Caledonia",1970,20188640,"Oceania",110982,23.19,"358815683.7",0.0
"New Caledonia",1980,41923993,"Oceania",148599,22.92,"1182463959",7.825281143
"New Caledonia",1990,55952830,"Oceania",177264,23.41,"2529440424",7.509627819
"New Caledonia",2000,75236833,"Oceania",221537,23.28,"3420033047",10.0290556
"New Caledonia",2010,102526592,"Oceania",261426,23.87,"9364347372",14.83197117
"New Caledonia",2015,123162500,"Oceania",283032,23.38,"8738205837",19.65297127
"New Zealand",1970,482449387,"Oceania",2824061,11.15,"",105.8086472
"New Zealand",1980,660477856,"Oceania",3147168,10.6,"23244547385",134.6216125
"New Zealand",1990,878164809,"Oceania",3397389,11.27,"45495129385",186.3034515
"New Zealand",2000,1171322902,"Oceania",3855266,11.12,"52623281957",229.6189117
"New Zealand",2010,1532107871,"Oceania",4346338,11.34,"146518000000",234.9139404
"New Zealand",2015,1709650133,"Oceania",4590590,11.09,"178064000000",252.2049408
"Nicaragua",1970,13859794,"North America",2444767,25.99,"776585681.1",0.0
"Nicaragua",1980,34086338,"North America",3303309,26.31,"2189347368",9.664735794
"Nicaragua",1990,54598267,"North America",4227820,26.55,"1009455484",10.79463196
"Nicaragua",2000,83185556,"North America",5123222,26.38,"5107329007",16.29635429
"Nicaragua",2010,126327494,"North America",5855734,26.62,"8758639096",21.6791935
"Nicaragua",2015,150482304,"North America",6298598,26.87,"12756706583",28.35839081
"Niger",1970,1307603,"Africa",4669708,27.44,"649916708.2",0.0
"Niger",1980,4908086,"Africa",6173177,27.81,"2508524186",2.639312029
"Niger",1990,13808516,"Africa",8370647,28.05,"3512356353",3.730181217
"Niger",2000,20011281,"Africa",11622665,27.98,"2241753120",3.317454338
"Niger",2010,27969291,"Africa",16647543,29.3,"7851191899",6.88800478
"Niger",2015,37046525,"Africa",20128124,29.23,"9683867894",10.34584618
"Nigeria",1970,159040840,"Africa",55569264,26.95,"12545849083",0.0
"Nigeria",1980,683937397,"Africa",72951439,27.06,"64201788123",122.5272217
